company_name,geocoded_street_address,geocoded_city_address,st_asgeojson,geocoded_zip
"",,,"{""type"":""Point"",""coordinates"":[-118.308211186826995,34.059453933382201]}",90005
Andy LeCompte Salon,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
Women's Care of Beverly Hills,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.467981006911003,34.012032740992403]}",90405
"",,,"{""type"":""Point"",""coordinates"":[-118.308211186826995,34.059453933382201]}",90005
Native Harmony,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
So White Carpet Cleaning,,,"{""type"":""Point"",""coordinates"":[-118.430779767066994,34.001417047730499]}",90066
Apple Via and Co.,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,,"{""type"":""Point"",""coordinates"":[-118.490683882704005,34.030755068468899]}",90403
Terra Burma Firma,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.227538642507994,34.109669129721198]}",90065
"",,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.499329911084004,34.009710267274201]}",
Teman Construction,,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.262974487351002,34.079216664125802]}",90004
Mega Group Investigations,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411047253741003,34.104822294465897]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
Wilshire Locksmith,,,"{""type"":""Point"",""coordinates"":[-118.306892333891994,34.0591625645825]}",90005
Burnham Design,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"Klapach & Klapach, P.C.",8200 Wilshire BLVD STE 300,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.372279644843005,34.0641573870736]}",90211
Big Red Entertainment,,,"{""type"":""Point"",""coordinates"":[-118.365295811348005,34.107471444297701]}",90046
self,,,"{""type"":""Point"",""coordinates"":[-118.425039788687997,34.036952103769103]}",90064
nanny,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.323915065199003,34.171189263473401]}",91506
Hines Construction Inc.,,,"{""type"":""Point"",""coordinates"":[-118.365295811348005,34.107471444297701]}",90046
Murmur LA,,,"{""type"":""Point"",""coordinates"":[-118.349741158032998,34.070212894525298]}",90036
Saulomite,17107 Enadia WAY,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.505895513355,34.200399866792097]}",91406
Classic Spa Service,,,"{""type"":""Point"",""coordinates"":[-118.383674251474005,34.051808334617]}",90035
"",8631 W 3 Rd ST STE 1035,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.380612959131,34.074078781242299]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.393486325211001,34.138809594351301]}",91604
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
"",747 Locust ST UNIT #100,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.134963708775004,34.150736590937697]}",91101
"",,,"{""type"":""Point"",""coordinates"":[-118.338736237407005,34.048638385962199]}",90019
Fitness Trainer,,,"{""type"":""Point"",""coordinates"":[0,0]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.489266274390005,34.087193557236198]}",90049
"",414 N Camden DR UNIT #675,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.403959227680005,34.068987841246603]}",90210
"",5428 S Van Ness AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.316806182383999,33.992278253169196]}",90062
Precise Plumbing,,,"{""type"":""Point"",""coordinates"":[0,0]}",
"",,,"{""type"":""Point"",""coordinates"":[0,0]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.338736237407005,34.048638385962199]}",90004
Facials By Karina,334 (Unit 336 1/2) North Mariposa AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.359578951304997,33.994079389789299]}",90004
"",13320 Riverside DR STE 218,"Sherman Oaks, CA","{""type"":""Point"",""coordinates"":[-118.423225188730996,34.157308746372799]}",91423
"",,,,
"",439 N Larchmont BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.324002859339998,34.078647274691697]}",90004
"",,,"{""type"":""Point"",""coordinates"":[0,0]}",
"",10620 Riverside DR,"Burbank, CA","{""type"":""Point"",""coordinates"":[-118.362353390994997,34.151880864490501]}",91602
"",,,"{""type"":""Point"",""coordinates"":[-118.400655709972,34.150054913172099]}",91604
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041699994,34.128089262647798]}",90068
"",Willow Brook AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.294660400794996,34.089848073396098]}",90029
Ada's Pilates,17203 Ventura Blvd(Plaza D Oro),"Encino, CA","{""type"":""Point"",""coordinates"":[-118.516679362879003,34.160411007859402]}",91316
Sally's Nails,16060 Ventura BLVD,"Encino, CA","{""type"":""Point"",""coordinates"":[-118.483193036040007,34.15598341199]}",91436
"",,,"{""type"":""Point"",""coordinates"":[-118.400655709972,34.150054913172099]}",91604
Control Box,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.462601219362995,34.006772172137701]}",90405
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Breaking the Code Academy,,,"{""type"":""Point"",""coordinates"":[-118.290811650828999,34.125511206639203]}",90004
Elegant Mode Tailoring,Fairfax And UNIT 6TH,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.359578950997999,33.994079390122501]}",90004
Moy-Fincher-Chipps Dermatology,421 N Rodeo Drive 2 Nd TER FL,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-118.381182141216001,34.094309765850298]}",90069
Chess Teacher,,,"{""type"":""Point"",""coordinates"":[-118.349741158032998,34.070212894525298]}",90036
Cedars Sanai,8631 W Third ST STE 303,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.380505592857006,34.0736669241805]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
West Coast Gate,,,"{""type"":""Point"",""coordinates"":[-118.349850405159998,34.070137720035]}",90036
Roman Salon,816 N La Cienega,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.376377691496998,34.085588658603697]}",90069
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Dennis Mills Construction,,,"{""type"":""Point"",""coordinates"":[-118.467981006911003,34.012032740992403]}",90405
CIC Consulting,,,"{""type"":""Point"",""coordinates"":[-118.245307578465997,34.2398666348438]}",91214
"",,,"{""type"":""Point"",""coordinates"":[-118.489266274483995,34.087193557306598]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
Waldman Music Group,,,"{""type"":""Point"",""coordinates"":[-118.614042828183997,34.177380937322802]}",91367
Drexel Design,8253 Mannix DR,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.370754307119995,34.105889837601602]}",90046
Kandel Media Group,,,"{""type"":""Point"",""coordinates"":[-118.381182141216001,34.094309765850298]}",90069
"",,,"{""type"":""Point"",""coordinates"":[-122.118531794047996,37.450754969665297]}",94303
"",,,"{""type"":""Point"",""coordinates"":[-118.469391631308994,34.011077750176298]}",90405
A-1 Gate & Entry,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.309869963780002,34.066378625550399]}",90020
JE Roofing,,,"{""type"":""Point"",""coordinates"":[-118.309869963780002,34.066378625550399]}",90020
ANR Roofing,5801 Eagle Rock BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.207638750228,34.137565918280899]}",90041
Monroe Pool Service,612 N Sepulveda BLVD UNIT 7,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.468258338089001,34.076182807183599]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"SOD Builders, Inc ",18344 Oxnard ST,"Oxnard, CA","{""type"":""Point"",""coordinates"":[-118.532390830861004,34.179380364685201]}",91356
"","","Los Angeles, CA 90004","{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Ghozland Law Firm,555 W Fifth ST STE 3100,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.289172788374998,33.739417760553202]}",90013
PNC Bank,11777 San Vicente BLVD STE 555,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.468366915296002,34.053486222570399]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
Nu Skin,8322 Wilshire BLVD,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.372944661407004,34.064299510832498]}",90211
Automation Printing,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.381697190539001,34.093828488681098]}",90069
"",,,"{""type"":""Point"",""coordinates"":[-118.260058795950997,34.111842200880602]}",90039
"",,,"{""type"":""Point"",""coordinates"":[-118.372710721390007,34.072924446593802]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.338736237407005,34.048638385962199]}",90019
LCS Automotive,,,"{""type"":""Point"",""coordinates"":[-118.489266274483995,34.087193557306598]}",90049
"",,,"{""type"":""Point"",""coordinates"":[0,0]}",
Silver Lining Photos by Kim,,,"{""type"":""Point"",""coordinates"":[-118.383674251474005,34.051808334617]}",90035
Charlie the Truck Guy,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650867994,34.1255112066601]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650867994,34.1255112066601]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.675701078844,34.119900872703397]}",91302
"",,,"{""type"":""Point"",""coordinates"":[-118.349741158032998,34.070212894525298]}",90036
"",9250 Wilshire BLVD,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.393582543221996,34.0667015735484]}",90212
Express Electric Service Co.,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Bumper Solutions,,,"{""type"":""Point"",""coordinates"":[-118.365295811348005,34.107471444297701]}",90046
The Establishment,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,,"{""type"":""Point"",""coordinates"":[-118.670100973274003,34.124260578013299]}",
 & Ararat Oriental Rugs,3000 Riverside DR,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.266083063744006,34.111146754332303]}",90039
MDAVS,,,"{""type"":""Point"",""coordinates"":[-118.456122622541002,34.105446694200097]}",90077
"",,"santa monica, CA","{""type"":""Point"",""coordinates"":[-118.481571001161001,34.023184117345799]}",
Scott Brose ,,,"{""type"":""Point"",""coordinates"":[-118.456122622541002,34.105446694200097]}",90077
No Wire Hangers,,,"{""type"":""Point"",""coordinates"":[-118.456122622541002,34.105446694200097]}",90077
Your Way Tree Service,,"Tarzana, CA","{""type"":""Point"",""coordinates"":[-118.547552629131005,34.155099183571799]}",91356
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.338736237407005,34.048638385962199]}",90019
"",,,"{""type"":""Point"",""coordinates"":[-118.469391631308994,34.011077750176298]}",90405
Fever Paint Studios,,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411047253741003,34.104822294465897]}",
Rock's Tree and Hillside Service,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
J & S Properties,,,"{""type"":""Point"",""coordinates"":[-118.469391631308994,34.011077750176298]}",90405
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
New Order Organizing,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
http://blog.jeiranlashai.com/,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"Paul M. Fleiss, MD",1824 Hillhurst AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.287048990296,34.104358022758099]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
DennisSmith Constuction,,,"{""type"":""Point"",""coordinates"":[-118.382979043343994,34.064957637988599]}",90211
Kam Grace,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
My Freelance Chef,,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
UCLA Medical Group,,,"{""type"":""Point"",""coordinates"":[-118.430609130239006,34.001240610797197]}",
Rubens glass,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Skin Fitness Plus,,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.402113375580001,34.078560640201196]}",
"",Norton AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
CA College Prep,,,"{""type"":""Point"",""coordinates"":[-118.402039118635997,34.0622630889332]}",90212
Tashmans Hardware,,,"{""type"":""Point"",""coordinates"":[-118.370924009221,34.103496671719299]}",90069
"",,,"{""type"":""Point"",""coordinates"":[-118.469752749331008,34.0578897807004]}",90049
Fluid Drive Mobile Auto Detailing,,,"{""type"":""Point"",""coordinates"":[-118.309869963835979,34.066378625528202]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650828999,34.125511206639203]}",90027
VCA Arden Animal Hospital,,"Glendale, CA","{""type"":""Point"",""coordinates"":[-118.263570553465001,34.152666905307498]}",91203
Dave Bricker Pool Service,,,"{""type"":""Point"",""coordinates"":[-118.207664845167997,34.137729036180097]}",90041
UCLA School of Medicine,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Fast and Best Shoe Repair,150 N Sweetzer AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.369916355781996,34.074774631739501]}",90048
Sontre Nails,Mission ST,"San Marino, CA","{""type"":""Point"",""coordinates"":[-118.113480894798002,34.122344531860598]}",91108
Rudy's on Sunset,4451 W Sunset BLVD UNIT (323) 661 6535,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.286409415597007,34.0979906620761]}",90027
"",2367 W 21 St ST,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.316879780163006,34.038351253239199]}",90018
Baxter Sport Horses,3919 Rigali AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.270946369808001,34.129031244569198]}",90039
Coldwell Banker,Hillhurst AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
K9 Toddlers Behavior Training,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Dash of Ginger,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Real Genius Entertainment,,,"{""type"":""Point"",""coordinates"":[-118.503349218308003,34.037624536266399]}",90402
Works of Art,Hollywood BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
UCLA,,,"{""type"":""Point"",""coordinates"":[-118.435735144763001,34.066263867123403]}",90024
Hairstylist,275 N Canon DR,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.399197842822005,34.068805740677597]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-118.365202417424001,34.107410286201699]}",90046
ATL All Star ,,,"{""type"":""Point"",""coordinates"":[-118.402039118635997,34.0622630889332]}",90212
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Art By Batya,,"New York, NY","{""type"":""Point"",""coordinates"":[-73.949942527466604,40.781429803221698]}",10128
Shindig Events,,,"{""type"":""Point"",""coordinates"":[-118.383827854771994,34.051805598412699]}",90035
Pilates Plus,Green ST,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.139122600478998,34.159852500719097]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.113480894798002,34.122344531860598]}",91108
"",,,"{""type"":""Point"",""coordinates"":[-118.113480894798002,34.122344531860598]}",91108
Red Shift,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
Buddha in the Closet,,,"{""type"":""Point"",""coordinates"":[-118.113480894798002,34.122344531860598]}",91108
"",,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.139122600478998,34.159852500719097]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",450 R Roxbury DR,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.406742683814997,34.0683990626369]}",90210
"",301 W Huntington DR,"Arcadia, CA","{""type"":""Point"",""coordinates"":[-118.023156722555996,34.1405893403848]}",91006
Bounce,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Mission Ten Eleven Salon,1011 B Mission ST,"South Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.156787390448002,34.115649718587797]}",91030
Haas & Co,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Bungalow Salon,8310 Beverly BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.370554627806996,34.0757772480586]}",90048
Communication Grows,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Law Office of Michele Cobin Friedlander,,"Encino, CA","{""type"":""Point"",""coordinates"":[-118.495653199637999,34.1498066512967]}",91436
Creative Paperie,,,"{""type"":""Point"",""coordinates"":[-118.402039118635997,34.0622630889332]}",90212
Ben's Barber Shop,,"South Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.157279873663995,34.110225823906198]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
Beverly Hills Manners,,,"{""type"":""Point"",""coordinates"":[-118.402039118635997,34.0622630889332]}",90212
Holistic Nutritionista,,,"{""type"":""Point"",""coordinates"":[-118.402039118635997,34.0622630889332]}",90212
"",,,"{""type"":""Point"",""coordinates"":[-118.411047253741003,34.104822294465897]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.516679362879003,34.160411007859402]}",91316
The Vision Center at Children's Hospital Los Angeles,4650 Sunset BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.290689813431996,34.098065297916499]}",90027
Studio 15,,,"{""type"":""Point"",""coordinates"":[-118.372635228904997,34.168508623984401]}",91601
Davidson Accountancy Corporation,14011 Ventura BLVD STE 302,"Sherman Oaks, CA","{""type"":""Point"",""coordinates"":[-118.437853486232001,34.149210941451301]}",91423
Neurologist,,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.087054769727999,34.158910135142698]}",91107
Umberto,416 N Canon DR,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.401137314761996,34.070995759085697]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
"",150 N Robertson,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.383618557993998,34.068119433060602]}",90211
Cal ice,,,"{""type"":""Point"",""coordinates"":[-118.246977738327999,33.949255314935002]}",90002
"",,"West Hollywood, ","{""type"":""Point"",""coordinates"":[-118.349741158032998,34.070212894525298]}",90036
"",,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Prive Salon,7373 Bevelry BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.349741158032998,34.070212894525298]}",90036
Los Angeles Tennis Club,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Y.M Heating and Air,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
Jeff Kies - Framer,Edenhurst,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Karen Scott Cosmetics,9911 Pico BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.404239926486994,34.053572566209397]}",90035
Watson Wellness,,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.481571001161001,34.023184117345799]}",
"",,"Los Angeles/ San Fernando Valley, CA","{""type"":""Point"",""coordinates"":[-119.503235502799996,37.240048945280101]}",
Club Prive Salon,Beverly GLN,"West Los Angeles, CA","{""type"":""Point"",""coordinates"":[-118.435735144763001,34.066263867123403]}",90024
Tannenbaum Chiropractic,,,"{""type"":""Point"",""coordinates"":[-118.365295811348005,34.107471444297701]}",90046
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.469391631308994,34.011077750176298]}",90405
"",,"Los Angeles/ San Fernando Valley, CA","{""type"":""Point"",""coordinates"":[-119.503235502799996,37.240048945280101]}",
west hollywood automotive,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Carino Massage,8350 Melrose AVE STE 9,"West Hollywood, CA","{""type"":""Point"",""coordinates"":[-118.372019253483003,34.083376831157302]}",90069
distinctive builders,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
ISE Automotive,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",1359 Palms BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.452304272248995,34.003108277223298]}",90291
"",,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Leen On Me,,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
Erin Ellwood Design ,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
LPO Inc,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Diamond Designs,,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
Surety Financial,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
Kevin O'Neill Basketball Camp ,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Events With A Mission (EWAM),,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411050481461004,34.1048085331512]}",
CariinCariout,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Children's Hospital Los Angeles,4650 Sunset BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.290689813431996,34.098065297916499]}",90027
Beverly Hills Orthodontics,2080 Century PARK E STE 505,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.412226282922006,34.058856168354502]}",90067
La Taquizza,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.338880807029,34.048567620291301]}",90019
Paint your face,,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
Los Angeles Tennis Club,5851 Clinton ST,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.330117469084001,34.0824600312407]}",90004
"Edwoods, Inc.",,,"{""type"":""Point"",""coordinates"":[-118.467981006911003,34.012032740992403]}",90405
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
Kishani Perera,7374 Beverly BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.350821162491997,34.075871211352798]}",90036
Mother Magnolia,Mother Magnolia,"Altadena, ","{""type"":""Point"",""coordinates"":[-118.137967364895999,34.195453409366301]}",91001
Healing Lotus Learning,1304 Morton ST,"Alameda, CA","{""type"":""Point"",""coordinates"":[-122.261985960632998,37.770553689796401]}",94501
Distinctive Builders,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Toddle Tunes,2331 Westwood BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.430147494568999,34.041533011220103]}",90064
High Arte,1341 N Crescent Heights BLVD UNIT #203,"West Hollywood, CA","{""type"":""Point"",""coordinates"":[-118.366403301269003,34.095462868994403]}",90046
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.309869963780002,34.066378625550399]}",90020
Partners Trust,,,"{""type"":""Point"",""coordinates"":[-118.446414182417996,34.046099316326199]}",90025
Team Tutors,,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
Crestview Service,9201 W Pico,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.391980571659005,34.055555094028897]}",90035
adhd coach for children and families,,,"{""type"":""Point"",""coordinates"":[-118.414726947637007,34.101058909493403]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-117.874494933248002,33.633720623552101]}",92660
Tennis Coach,,,"{""type"":""Point"",""coordinates"":[-118.290811650867994,34.1255112066601]}",90027
All Around Locksmith,,,"{""type"":""Point"",""coordinates"":[0,0]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
Studio C Hair Artistry,,"Monrovia, CA","{""type"":""Point"",""coordinates"":[-117.992104835925005,34.165055007685801]}",
Sotheby's,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
Interform Architecture,,,"{""type"":""Point"",""coordinates"":[-118.381182141216001,34.094309765850298]}",90069
